fname,lname,age,exercise,hours,grade,address,hours_normalizada,gender_male
Fitzgerald,Welch,16,5,16,93.4,"529 Pennsylvania Ave. , Maspeth, NY 11378",0.8,1
Carlos,Price,15,3,20,92.4,"9044 South Street , Casselberry, FL 32707",1.0,1
Macy,Hawkins,19,5,15,84.1,"Silver Spring, MD 20901, 7383 Crescent Street ",0.75,0
Halla,Norman,15,1,7,68.4,"Marion, NC 28752, 8896 North Country Drive ",0.35000000000000003,0
Illiana,Riddle,16,3,9,82.0,"9692 Oak Meadow Rd. , Nottingham, MD 21236",0.45,0
Juliet,Good,14,5,15,100.0,"Largo, FL 33771, 734 Summerhouse Drive ",0.75,0
Tamekah,Perez,18,4,5,70.9,"Littleton, CO 80123, 7121 Mill Drive ",0.25,0
Lucian,Myers,16,1,7,64.9,"Mount Pleasant, SC 29464, 7421 Fremont Street ",0.35000000000000003,1
Isaac,Webb,14,5,11,80.9,"5 E. Prospect St. , Athens, GA 30605",0.55,1
Hakeem,Roth,17,5,10,90.6,"8600 Market St. , Athens, GA 30605",0.5,1
Basil,Santos,17,4,10,84.1,"333 Pumpkin Hill St. , Astoria, NY 11102",0.5,1
Nora,Gaines,19,3,15,98.9,"Williamsburg, VA 23185, 8871 Tower Street ",0.75,0
Malik,Goodman,15,3,18,86.8,"6 E. Proctor Dr. , Cranston, RI 02920",0.9,1
Abbot,Kinney,16,4,18,87.5,"866 East East St. , Rolla, MO 65401",0.9,1
Tanek,Mclaughlin,19,2,14,89.5,"Rocklin, CA 95677, 16 Euclid Street ",0.7000000000000001,1
Phyllis,Moore,18,2,14,92.4,"68 Clay St. , Philadelphia, PA 19111",0.7000000000000001,0
Vance,Byrd,18,4,17,91.5,"456 Wellington Street , Chicopee, MA 01020",0.8500000000000001,1
Sandra,Foreman,14,5,14,86.4,"Waukegan, IL 60085, 12 Philmont Street ",0.7000000000000001,0
Carol,Orr,15,2,12,87.3,"Harlingen, TX 78552, 8084 Greenview St. ",0.6000000000000001,0
Zenaida,Page,17,4,18,95.6,"441 W. Cardinal Street , Mahopac, NY 10541",0.9,0
Ezekiel,Wilder,15,2,4,62.8,"Glenview, IL 60025, 42 Wilson Road ",0.2,1
Reece,Baker,14,1,12,84.6,"2 Marvon St. , Annandale, VA 22003",0.6000000000000001,1
Gail,Mcneil,17,2,3,56.1,"Libertyville, IL 60048, 9 Longbranch Street ",0.15000000000000002,0
Neil,Collins,17,4,12,94.9,"508 Washington Ave. , Springboro, OH 45066",0.6000000000000001,1
Piper,Trevino,14,1,7,73.4,"Hastings, MN 55033, 43 Kent Ave. ",0.35000000000000003,0
Maxwell,Phelps,14,3,7,68.7,"346 Devonshire Rd. , Cocoa, FL 32927",0.35000000000000003,1
Iris,Carr,18,1,14,79.2,"16 Wild Horse St. , Spring Valley, NY 10977",0.7000000000000001,0
Zoe,Collins,16,2,15,83.7,"9025 Wilson Dr. , Shelton, CT 06484",0.75,0
Kevin,Townsend,14,5,2,60.1,"Ashtabula, OH 44004, 69 Piper Rd. ",0.1,1
Orson,Stone,19,1,16,85.1,"Hartsville, SC 29550, 8080 Lakeshore Road ",0.8,1
Lionel,Dodson,18,4,13,84.9,"63 Jackson St. , Graham, NC 27253",0.65,1
Mari,Collins,18,3,15,97.5,"Pewaukee, WI 53072, 7993 South Wayne Ave. ",0.75,0
Stewart,Kidd,19,1,9,80.7,"7700 Helen Court , New City, NY 10956",0.45,1
Levi,Horton,17,3,8,85.5,"7989 Rockcrest Avenue , Coatesville, PA 19320",0.4,1
Phelan,Frye,16,5,19,100.0,"Wyandotte, MI 48192, 35 Oak Meadow St. ",0.9500000000000001,1
Jeanette,Allison,17,1,9,85.0,"13 Smith Store Drive , Lynchburg, VA 24502",0.45,0
Xanthus,Mcneil,16,3,4,59.8,"45 Lantern St. , Severna Park, MD 21146",0.2,1
Keelie,Valencia,17,3,9,84.2,"Boca Raton, FL 33428, 97 North Glen Eagles Ave. ",0.45,0
Lillith,Bradley,16,2,19,92.4,"Salem, MA 01970, 929 Country Street ",0.9500000000000001,0
Sandra,Richards,19,4,9,71.9,"Saint Paul, MN 55104, 265 Mulberry Street ",0.45,0
Jarrod,Strong,14,3,11,76.1,"69 Chapel Dr. , Owings Mills, MD 21117",0.55,1
Yolanda,Hull,14,5,8,80.3,"Jacksonville Beach, FL 32250, 348 E. Bay Meadows Rd. ",0.4,0
Felix,Coleman,17,5,16,87.3,"9481 Annadale Ave. , Hopewell Junction, NY 12533",0.8,1
Luke,Morrison,19,5,2,70.1,"7 East Tower Rd. , Westminster, MD 21157",0.1,1
Rana,Sawyer,17,1,16,88.5,"Glen Ellyn, IL 60137, 7677 S. Briarwood Dr. ",0.8,0
Adena,Robinson,14,3,19,100.0,"Niagara Falls, NY 14304, 502 Wrangler St. ",0.9500000000000001,0
Bert,Hayden,14,5,14,84.9,"24 E. Nichols Street , Flushing, NY 11354",0.7000000000000001,1
Jada,Spence,15,5,7,74.6,"Plymouth, MA 02360, 49 Riverside Rd. ",0.35000000000000003,0
Orla,Waller,18,4,17,91.3,"Amsterdam, NY 12010, 96 Peachtree Avenue ",0.8500000000000001,0
Hayden,Griffin,18,5,8,83.5,"567 E. Sunnyslope Street , Atlantic City, NJ 08401",0.4,1
Demetria,Espinoza,16,5,17,92.5,"93 Fairview Road , Fresno, CA 93706",0.8500000000000001,0
Castor,Mullins,18,4,12,82.7,"622 Nichols Dr. , Danbury, CT 06810",0.6000000000000001,1
Alisa,Randall,19,3,13,80.3,"Omaha, NE 68107, 984 Adams Ave. ",0.65,0
Maxine,Estrada,14,3,17,87.4,"Easley, SC 29640, 1 Tarkiln Hill Lane ",0.8500000000000001,0
Wilma,Tyler,19,3,4,67.0,"6 Big Rock Cove St. , Prattville, AL 36067",0.2,0
Kirk,Mckinney,14,5,10,83.7,"Port Jefferson Station, NY 11776, 135 Homewood Court ",0.5,1
Nadine,Clarke,15,1,7,70.1,"Monroeville, PA 15146, 36 Elizabeth Court ",0.35000000000000003,0
Brianna,Holloway,18,4,18,100.0,"Beltsville, MD 20705, 291 Goldfield Road ",0.9,0
Thane,Stevenson,14,4,9,82.4,"211 Cross Rd. , Grandville, MI 49418",0.45,1
Yvette,Franklin,14,5,8,72.8,"7251 Linden Dr. , Albany, NY 12203",0.4,0
Ezekiel,Mays,19,2,7,74.5,"Westland, MI 48185, 81 Johnson St. ",0.35000000000000003,1
Armando,Mccarty,15,3,13,93.8,"Bozeman, MT 59715, 491 S. Greystone Court ",0.65,1
Kaseem,Finch,18,1,16,97.1,"3 Bald Hill Ave. , Thomasville, NC 27360",0.8,1
Lydia,Cook,16,5,7,71.7,"765 Joy Ridge Ave. , Wheaton, IL 60187",0.35000000000000003,0
Tatum,Hall,16,1,7,75.0,"980 S. Locust St. , Menasha, WI 54952",0.35000000000000003,0
Erin,Mercado,15,4,9,71.4,"San Lorenzo, CA 94580, 93 Pumpkin Hill Dr. ",0.45,0
Beatrice,Price,17,4,14,82.5,"2 Ridgewood St. , Clover, SC 29710",0.7000000000000001,0
Carlos,Ingram,16,5,17,98.7,"9569 Squaw Creek Drive , Mays Landing, NJ 08330",0.8500000000000001,1
Neve,Barnes,19,2,9,79.8,"West Bloomfield, MI 48322, 44 Cooper Street ",0.45,0
Aileen,Sutton,18,5,16,91.4,"Powell, TN 37849, 7549 N. Gainsway Ave. ",0.8,0
Craig,Roberts,14,1,5,66.4,"675 Nut Swamp St. , Flowery Branch, GA 30542",0.25,1
Chelsea,Holloway,19,4,12,91.4,"Shelbyville, TN 37160, 678 Magnolia Ave. ",0.6000000000000001,0
Emerald,Mckinney,17,3,8,78.4,"Chattanooga, TN 37421, 8211 South Snake Hill Street ",0.4,0
Nero,Kennedy,14,4,14,88.3,"8 6th Court , West Fargo, ND 58078",0.7000000000000001,1
August,Green,16,2,9,87.2,"592 Oakwood Street , Covington, GA 30014",0.45,1
Colleen,Holland,18,1,5,70.2,"Macungie, PA 18062, 1 Belmont Ave. ",0.25,0
Zenaida,Maynard,16,2,19,91.3,"772 Paris Hill St. , Endicott, NY 13760",0.9500000000000001,0
Lavinia,Carr,16,2,4,62.2,"65 Beech Street , Kent, OH 44240",0.2,0
Stone,Miles,15,4,12,87.4,"9018 Newcastle St. , Omaha, NE 68107",0.6000000000000001,1
Aurora,Gould,15,3,18,90.3,"Sheboygan, WI 53081, 839 Cardinal Dr. ",0.9,0
Carlos,Aguirre,16,4,7,82.2,"9894 Hamilton Street , Chambersburg, PA 17201",0.35000000000000003,1
Randall,Weaver,18,1,15,83.1,"22 Ohio Dr. , Hope Mills, NC 28348",0.75,1
Armando,Mcclure,19,2,14,93.2,"2 Elm Rd. , Winter Garden, FL 34787",0.7000000000000001,1
Haley,Mcgowan,17,3,16,90.4,"32 W. Front St. , Rockville, MD 20850",0.8,0
Fritz,Rojas,17,5,13,79.5,"412 Argyle Ave. , Latrobe, PA 15650",0.65,1
Allistair,Boyer,14,3,10,74.2,"574 Golf Drive , Stow, OH 44224",0.5,1
Ella,Patterson,16,1,8,68.0,"Chaska, MN 55318, 8334 George Street ",0.4,0
Felix,Freeman,15,4,11,75.2,"26 Beacon Court , Harrison Township, MI 48045",0.55,1
Dean,Oneil,16,2,8,74.5,"San Antonio, TX 78213, 9436 Bellevue St. ",0.4,1
Quinlan,Hawkins,14,3,18,85.6,"Grayslake, IL 60030, 92 Beechwood Drive ",0.9,1
Kiara,Lott,17,2,12,82.7,"9738 Amerige Dr. , Green Bay, WI 54302",0.6000000000000001,0
Kai,Woodard,17,5,17,100.0,"Jamaica, NY 11432, 39 South Vine Rd. ",0.8500000000000001,0
Maxine,Raymond,17,4,19,91.9,"Lorton, VA 22079, 339 Lees Creek Street ",0.9500000000000001,0
Leah,Lawrence,15,5,15,100.0,"677 Branch St. , Homestead, FL 33030",0.75,0
Kalia,Lewis,18,1,6,61.4,"Carmel, NY 10512, 332 10th St. ",0.30000000000000004,0
Anthony,Palmer,14,1,14,93.1,"Durham, NC 27703, 529 Cobblestone Ave. ",0.7000000000000001,1
Joshua,Randolph,15,1,4,72.7,"9375 East Maiden Drive , Douglasville, GA 30134",0.2,1
Akeem,Luna,15,4,6,74.4,"70 Cherry Hill Street , Ottumwa, IA 52501",0.30000000000000004,1
Indigo,Mccoy,19,2,14,91.3,"9923 Maiden Street , Aberdeen, SD 57401",0.7000000000000001,0
Price,Wall,15,5,11,78.6,"Pensacola, FL 32503, 999 Brook Street ",0.55,1
Quinn,Patterson,15,1,14,78.0,"Essex, MD 21221, 800 Sleepy Hollow Ave. ",0.7000000000000001,1
John,Ford,14,2,14,91.2,"9793 Beaver Ridge Street , Hernando, MS 38632",0.7000000000000001,1
Adena,Battle,17,2,8,70.2,"9 Pine Road , Everett, MA 02149",0.4,0
Craig,Obrien,16,3,7,64.9,"9741 Mayflower Ave. , Schaumburg, IL 60193",0.35000000000000003,1
Isabelle,Barber,14,5,9,78.5,"76 Newbridge Street , Stratford, CT 06614",0.45,0
Risa,Watson,14,2,10,74.3,"45 Birch Hill Dr. , Mesa, AZ 85203",0.5,0
Emerson,Gill,17,5,5,67.5,"453 Sunbeam Avenue , Oak Creek, WI 53154",0.25,1
Cody,Shepherd,19,1,8,80.1,"8567 Walnut Street , Piqua, OH 45356",0.4,1
Geraldine,Peterson,16,4,18,100.0,"Lynn, MA 01902, 66 Bridge Drive ",0.9,0
Mercedes,Leon,18,3,14,84.9,"Loxahatchee, FL 33470, 8887 NE. Sugar Road ",0.7000000000000001,0
Lucius,Rowland,16,1,7,69.1,"8734 South Birch Hill Drive , Canfield, OH 44406",0.35000000000000003,1
Linus,Morris,19,4,10,79.6,"21 Glen Ridge St. , Highland, IN 46322",0.5,1
